螟沥家疙,斥/岿/老,雀瞒,荐缴(m),荐柯(∩),DO(Х/L),BOD(Х/L),COD(Х/L),努肺肺鞘 a(Х/З),TN(Х/L),TP(Х/L),TOC(Х/L),荐家捞柯丑档,其愁幅(Х/L),傈扁傈档档(レS/Н),醚措厘闭焙荐(醚措厘闭焙荐/100ml),墨靛古(Х/L),矫救(Х/L),吵(Х/L),6啊农芬(Х/L),厚家(Х/L),荐篮(Х/L),备府(Х/L),酒楷(Х/L),农芬(Х/L),聪奶(Х/L),官俘(Х/L),伎饭唇(Х/L),侩粮醚龙家(Х/L),鞠葛聪酒己 龙家(Х/L),龙魂己 龙家(Х/L),侩粮醚牢(Х/L),牢魂堪牢(Х/L),SS(Х/L),琼荤努肺肺亥哩 (Ф/L),盒盔己措厘闭焙荐,阂家(Х/L),祸档(Х/L),畴富琼魂眠免拱龙(Х/L),侩秦己噶埃(Х/L),侩秦己枚(Х/L),澜捞柯拌搁劝己力(Х/L),飘府努肺肺俊瓶坊 (Х/L),抛飘扼努肺肺俊瓶坊(Х/L),荤堪拳藕家,1.2-叼努肺肺俊藕(Х/L),叼努肺肺皋藕(Х/L),亥哩(Х/L),弃府农肺府匙捞萍飘厚其匆(Х/L),蜡扁牢(Х/L),救萍阁 (Х/L),努肺肺器抚 (Х/L),叼俊瓶琼角橇呕饭捞飘 (Х/L),1.4-促捞苛技牢 (Х/L),捧疙档(m),蜡樊(З/s),器抚舅单洒靛(Х/L)
林鞠达,2018-03-05,1雀瞒,90.09,4.6,12.2,0.6,3.1,3.8,0.541,0.008,2.2,7,0,93,0,0,0,0.00002,0,0.00058,0.0000006,,,,,,,0.516,0.147,0.262,0.005,0.004,1.4,0,0,,,,,,0,0,0,0,0,0,0,,,0,0,,0,,,0
林鞠达,2018-03-12,2雀瞒,90.22,4.9,12,0.5,3.1,3.4,0.505,0.011,2.2,6.6,0,92,0,,,,,,,,,,,,,0.493,0.155,0.278,0.007,0.004,1.1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2018-03-19,3雀瞒,90.79,5.8,11.7,0.8,3.3,6.2,0.671,0.02,2.3,6.7,0,95,24,,,,,,,,,,,,,0.628,0.137,0.298,0.014,0.008,2.1,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2018-03-26,4雀瞒,92.14,7.1,11.4,1,3.4,7,0.629,0.014,2.4,6.7,0,95,1,,,,,,,,,,,,,0.617,0.115,0.322,0.009,0.006,2.2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2018-04-02,1雀瞒,91.96,8.8,11.1,1.1,3.5,10.6,0.788,0.017,2.5,7.3,0,94,1,0,0,0.00001,0,0.00052,0.0000008,,,,,,,0.769,0.102,0.422,0.007,0.004,2.5,,0,,,,,,0,,,,,,,,,0,,,,,,
林鞠达,2018-04-09,2雀瞒,92.02,8.7,10.3,0.9,3.2,7.6,0.893,0.015,2.2,6.8,0,94,3,,,,,,,,,,,,,0.822,0.094,0.471,0.008,0.006,2.2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2018-04-17,3雀瞒,92.11,9.1,10.8,1.2,3.5,9.3,0.822,0.016,2.4,7.5,0,98,3,,,,,,,,,,,,,0.777,0.186,0.472,0.009,0.004,2.3,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2018-04-23,4雀瞒,92.02,10.4,10.2,1.1,3.4,7.5,0.788,0.01,2.3,7.5,0,99,6,,,,,,,,,,,,,0.771,0.102,0.471,0.007,0.004,2.1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2018-04-30,5雀瞒,92.7,11.5,9.6,0.9,3.1,4,0.876,0.015,2.3,7.4,0,99,11,,,,,,,,,,,,,0.869,0.128,0.48,0.011,0.004,2.1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2018-05-08,1雀瞒,92.79,10.8,9.6,1,3.1,4.9,0.815,0.023,2.5,7.1,0,100,7,0.00001,0,0.00002,0,0.00064,0,,,,,,,0.786,0.1,0.502,0.017,0.013,2.3,,0,,,,,,0,,,,,,,,,0.0001,,,,,,
林鞠达,2018-05-15,2雀瞒,92.94,12.4,8.5,0.6,2.9,3,0.772,0.014,2.3,7.4,0,99,6,,,,,,,,,,,,,0.759,0.123,0.456,0.01,0.007,1.7,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2018-05-23,3雀瞒,92.62,12.6,7.7,0.6,2.9,2,0.878,0.012,2.3,7.1,0,100,25,,,,,,,,,,,,,0.855,0.132,0.417,0.005,0.005,1.3,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2018-05-29,4雀瞒,92.33,14.1,7,0.9,3.1,1.2,0.945,0.011,2.4,7,0,97,9,,,,,,,,,,,,,0.915,0.105,0.496,0.005,0.004,1.4,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2018-06-05,1雀瞒,91.95,15.2,6.4,1.1,2.6,2.1,0.977,0.014,2.4,7.1,0,96,2,0,0,0.00001,0,0.00056,0,,,,,,,0.944,0.119,0.524,0.008,0.005,1.3,,0,,,,,,0,,,,,,,,,0,,,,,,
林鞠达,2018-06-12,2雀瞒,91.54,15.3,5.4,0.4,2.9,1.4,0.976,0.012,2.3,7.1,0,96,21,,,,,,,,,,,,,0.951,0.086,0.6,0.008,0.007,0.9,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2018-06-18,3雀瞒,91.13,15.8,4.4,1.1,2.8,0.9,0.931,0.009,2.6,6.9,0,97,2,,,,,,,,,,,,,0.911,0.067,0.581,0.005,0.005,1.4,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2018-06-26,4雀瞒,90.57,15.9,4.1,1.1,3,1.2,0.956,0.012,2.4,6.9,0,101,8,,,,,,,,,,,,,0.919,0.052,0.544,0.005,0.004,1.3,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2018-07-02,1雀瞒,99.75,17.2,4.7,1,3.3,3.5,0.95,0.019,3.2,6.9,0,91,510,0,0,0,0,0.0006,0,,,,,,,0.916,0.009,0.614,0.006,0.005,10.6,,68,,,,,,0,,,,,,,0,0,0,,,,,,
林鞠达,2018-07-10,2雀瞒,100.44,17.4,4.1,1.4,3.6,3.7,0.956,0.022,2.5,7.2,0,89,87,,,,,,,,,,,,,0.912,0.013,0.619,0.009,0.002,4.9,,7,,,,,,,,,,,,,,,,,,,,,
林鞠达,2018-07-17,3雀瞒,99.9,19.6,5.4,1.4,3.7,2.4,1.015,0.033,3,6.9,0,91,23,,,,,,,,,,,,,0.963,0.006,0.606,0.01,0.004,3.9,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2018-07-24,4雀瞒,99.28,19.5,5.6,1.5,3.7,3.3,0.964,0.022,2.9,8.3,0,92,12,,,,,,,,,,,,,0.9,0.025,0.525,0.011,0.006,3.3,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2018-07-31,5雀瞒,98.81,19,3.4,1.5,4,2.1,1.077,0.02,3.4,7.1,0,93,3,,,,,,,,,,,,,1.043,0.042,0.579,0.01,0.007,3.3,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2018-08-07,1雀瞒,98.28,19.1,3.9,1,4,3.2,0.921,0.021,3.2,7.2,0,96,11,0,0,0.00006,0,0.0009,0.0000004,,,,,,,0.905,0.052,0.503,0.014,0.004,2.5,,1,,,,,,0,,,,,,,,,0.0001,,,,,,
林鞠达,2018-08-14,2雀瞒,97.84,20.1,2.9,1.3,3.8,1.6,0.854,0.028,3.3,6.9,0,90,9,,,,,,,,,,,,,0.81,0.016,0.543,0.01,0.007,3,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2018-08-21,3雀瞒,97.46,19.5,3.1,1.3,3.6,1.1,0.653,0.023,3.2,6.7,0,95,2,,,,,,,,,,,,,0.613,0.024,0.475,0.007,0.006,3.3,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2018-08-28,4雀瞒,102.28,19.5,3.7,1.2,3.5,1.9,0.68,0.018,2.9,6.6,0,86,200,,,,,,,,,,,,,0.669,0.024,0.532,0.006,0.004,3.6,,17,,,,,,,,,,,,,,,,,,,,,
林鞠达,2018-09-03,1雀瞒,104.84,19.6,3.3,1.3,3.6,1,0.625,0.012,2.8,6.1,0,85,15,,,,,,,,,,,,,0.618,0.031,0.455,0.011,0.008,2.2,0,2,,,,,,,0,0,0,0,0,0,,,,0,,0,,,0
林鞠达,2018-09-11,2雀瞒,106.61,20.2,3.4,1.1,3.9,5.4,0.776,0.019,3,6.6,0,79,3,0,0,0.00003,0,0.00106,0.0000002,,,,,,,0.749,0.008,0.492,0.013,0.008,2.2,,1,,,,,,0,,,,,,,,,0.0001,,,,,,
林鞠达,2018-09-18,3雀瞒,106.56,20.2,3.8,1.5,4.2,8.1,0.844,0.023,2.3,6.6,0,80,11,,,,,,,,,,,,,0.8,0.003,0.423,0.015,0.008,2.6,,2,,,,,,,,,,,,,,,,,,,,,
林鞠达,2018-09-27,4雀瞒,106.47,19.9,4,1.2,3.9,8.8,0.814,0.02,3.5,6.3,0,80,11,,,,,,,,,,,,,0.8,0.067,0.412,0.011,0.009,2.1,,2,,,,,,,,,,,,,,,,,,,,,
林鞠达,2018-10-02,1雀瞒,106.32,19.9,4.3,0.9,4.2,5.5,0.722,0.028,3.4,6.5,0,78,6,0.00001,0,0,0,0.00091,0.0000003,,,,,,,0.709,0.049,0.441,0.016,0.011,2.2,,0,,,,,,0,,,,,,,,,0,,,,,,
林鞠达,2018-10-10,2雀瞒,107.11,18.9,3,1.1,3.7,4.5,0.771,0.022,3,6.6,0,80,40,,,,,,,,,,,,,0.756,0.076,0.465,0.012,0.006,1.8,,8,,,,,,,,,,,,,,,,,,,,,
林鞠达,2018-10-16,3雀瞒,107.03,18.4,3.4,0.9,3.7,5.3,0.747,0.018,3.2,6.2,0,80,9,,,,,,,,,,,,,0.71,0.064,0.416,0.006,0.005,2.6,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2018-10-23,4雀瞒,106.81,17.9,3.3,0.9,4.3,5.7,0.66,0.017,3.4,5.9,0,80,13,,,,,,,,,,,,,0.639,0.084,0.413,0.008,0.005,2.1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2018-10-30,5雀瞒,106.58,17.3,5.5,0.9,3.9,2.9,0.653,0.013,3.1,6.4,0,82,30,,,,,,,,,,,,,0.642,0.117,0.391,0.008,0.007,1.6,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2018-11-06,1雀瞒,106.35,17,3.7,0.8,4.1,4.3,0.634,0.018,3.4,6,0,83,69,0,0,0,0,0.00089,0.0000006,,,,,,,0.62,0.097,0.402,0.007,0.006,2.1,,1,,,,,,0,,,,,,,,,0,,,,,,
林鞠达,2018-11-13,2雀瞒,106.2,16.4,5.5,0.6,3.9,4.2,0.577,0.014,3.4,5.9,0,76,97,,,,,,,,,,,,,0.561,0.002,0.413,0.009,0.006,1.7,,3,,,,,,,,,,,,,,,,,,,,,
林鞠达,2018-11-20,3雀瞒,106.01,15.8,5.9,0.6,3.8,2.8,0.692,0.013,3,6.1,0,75,161,,,,,,,,,,,,,0.686,0.003,0.472,0.011,0.01,1.1,,2,,,,,,,,,,,,,,,,,,,,,
林鞠达,2018-11-27,4雀瞒,105.81,14.9,6.6,0.6,3.6,2.3,0.732,0.017,3,6.3,0,75,197,,,,,,,,,,,,,0.711,0.004,0.503,0.009,0.008,0.9,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2018-12-04,1雀瞒,105.64,13.9,6.8,0.6,3.7,2.2,0.647,0.013,2.8,6.3,0,75,162,0,0,0.00001,0,0.00086,0.0000003,,,,,,,0.635,0.018,0.401,0.009,0.008,1.4,,1,,,,,,0,,,,,,,,,0,,,,,,
林鞠达,2018-12-10,2雀瞒,105.51,12.5,7.3,0.7,3.6,1.8,0.63,0.021,3.1,6.4,0,76,338,,,,,,,,,,,,,0.623,0.005,0.437,0.018,0.016,1.2,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2018-12-18,3雀瞒,105.3,11.2,8,0.5,3.4,1.3,0.649,0.01,3,6.8,0,75,347,,,,,,,,,,,,,0.637,0.005,0.41,0.007,0.006,1.3,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2018-12-26,4雀瞒,105.05,9.9,8.6,0.6,3.3,1.8,0.585,0.017,3.2,6.8,0,76,273,,,,,,,,,,,,,0.579,0.019,0.453,0.012,0.008,1.2,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2019-01-08,1雀瞒,104.62,7.9,9.5,0.5,3.7,1.8,0.633,0.011,3.3,7,0,76,190,,,,,,,,,,,,,0.627,0.007,0.383,0.008,0.006,0.9,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2019-01-15,2雀瞒,104.4,7.5,9.8,0.5,3.3,3,0.652,0.009,3.1,6.7,0,76,117,0.00002,0,0.00002,0,0.0007,0.0000002,,,,,,,0.645,0.007,0.399,0.007,0.006,1,,0,,,,,,0,,,,,,,,,0.0001,,,,,,
林鞠达,2019-01-22,3雀瞒,104.18,7,10.2,0.5,3.1,2.7,0.652,0.012,2.6,6,0,76,68,,,,,,,,,,,,,0.637,0.003,0.406,0.008,0.007,1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2019-01-29,4雀瞒,103.95,6.4,10.5,0.6,3.5,3.1,0.62,0.013,2.6,6.6,0,76,46,,,,,,,,,,,,,0.602,0.011,0.447,0.008,0.002,0.9,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2019-02-07,1雀瞒,103.69,6.2,10.8,0.7,3.6,4.3,0.639,0.01,2.5,7,0,76,24,,,,,,,,,,,,,0.621,0.005,0.417,0.007,0.006,1.1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2019-02-12,2雀瞒,103.54,5.9,11,0.7,3.5,6.3,0.683,0.017,2.6,7,0,76,23,0.00001,0,0.00003,0,0.00071,0.0000013,,,,,,,0.659,0.008,0.395,0.007,0.006,1,,0,,,,,,0,,,,,,,,,0.0001,,,,,,
林鞠达,2019-02-19,3雀瞒,103.32,5.9,11.9,0.6,3.5,3.4,0.623,0.01,2.6,7.9,0,76,35,,,,,,,,,,,,,0.61,0.008,0.438,0.005,0.003,0.5,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2019-02-26,4雀瞒,103.13,6.2,11.8,0.6,3.1,2.7,0.655,0.014,2.6,7.7,0,76,14,,,,,,,,,,,,,0.644,0.02,0.441,0.01,0,1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2019-03-05,1雀瞒,102.91,6.6,11.7,0.5,3.2,3.6,0.646,0.014,1.9,7.5,0,76,17,0.00001,0,0.00002,0,0.00065,0.0000008,,,,,,,0.633,0.021,0.376,0.008,0.001,0.9,0,0,,,,,,0,0,0,0,0,0,0,,,0.0001,0,,0,,,0
林鞠达,2019-03-12,2雀瞒,102.72,7.4,11.7,0.5,3.1,3.1,0.641,0.015,2,7.6,0,77,16,,,,,,,,,,,,,0.632,0.027,0.342,0.009,0.003,1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2019-03-19,3雀瞒,102.46,6.9,11.1,0.8,3.5,2.9,0.632,0.023,2,7.2,0,77,18,,,,,,,,,,,,,0.626,0.012,0.382,0.014,0.002,1.1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2019-03-26,4雀瞒,102.3,7.1,11,0.6,3.4,3.7,0.608,0.02,2,7.4,0,76,26,,,,,,,,,,,,,0.594,0.015,0.349,0.009,0.004,1.6,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2019-04-02,1雀瞒,102.04,7.3,10.7,0.6,3.1,3.6,0.624,0.019,1.9,7.4,0,76,19,0,0,0,0,0.00061,0.0000005,,,,,,,0.612,0.019,0.361,0.01,0.003,1.3,,0,,,,,,0,,,,,,,,,0.0001,,,,,,
林鞠达,2019-04-09,2雀瞒,101.77,8.1,10.5,1,3.4,5.9,0.607,0.02,2.1,7.3,0,77,25,,,,,,,,,,,,,0.594,0.031,0.253,0.008,0.004,1.8,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2019-04-16,3雀瞒,101.62,8.1,11.2,0.6,3.4,3.9,0.602,0.018,2,7.2,0,76,14,,,,,,,,,,,,,0.583,0.014,0.359,0.007,0.002,1.3,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2019-04-23,4雀瞒,101.32,9.9,10,1.3,3.4,4.6,0.614,0.024,2.2,7.3,0,77,23,,,,,,,,,,,,,0.582,0.002,0.317,0.011,0.004,1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2019-04-30,5雀瞒,101.15,10,9.2,0.7,3.3,1.7,0.59,0.03,2.1,7,0,77,31,,,,,,,,,,,,,0.581,0.027,0.347,0.018,0.012,1.1,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2019-05-07,1雀瞒,100.97,10.3,9.2,0.8,3.3,2.5,0.658,0.025,2.1,6.9,0,77,68,,,,,,,,,,,,,0.613,0.014,0.341,0.013,0.005,0.9,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2019-05-13,2雀瞒,100.65,11.5,8.7,1.1,3.4,3,0.6,0.022,2.1,7,0,77,11,0,0,0,0,0,0.0000012,,,,,,,0.586,0.039,0.416,0.012,0.007,1.4,,0,,,,,,0,,,,,,,,,0,,,,,,
林鞠达,2019-05-21,3雀瞒,100.58,11.5,8.2,1.1,3.1,2,0.53,0.014,1.9,7.1,0,78,45,,,,,,,,,,,,,0.523,0.012,0.351,0.006,0.001,0.9,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2019-05-29,4雀瞒,100.6,12.5,7.9,1,3.3,3.1,0.566,0.052,2.4,7,0,79,32,,,,,,,,,,,,,0.537,0.029,0.343,0.029,0.005,1.4,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2019-06-04,1雀瞒,100.34,13.3,7.2,0.7,3.6,2,0.599,0.03,2,7.2,0,80,31,0,0,0,0,0.00002,0,,,,,,,0.536,0.025,0.297,0.009,0.004,1,,0,,,,,,0,,,,,,,,,0,,,,,,
林鞠达,2019-06-11,2雀瞒,100.36,13.9,6.6,0.8,3.8,3,0.528,0.017,2,7.2,0,81,50,,,,,,,,,,,,,0.519,0.013,0.299,0.007,0.005,1.1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2019-06-18,3雀瞒,99.99,14.5,5.7,0.7,3.8,2.5,0.581,0.008,2,7.2,0,82,46,,,,,,,,,,,,,0.574,0.034,0.267,0.003,0,1.1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2019-06-25,4雀瞒,99.71,15.2,5.2,0.9,3.2,2.6,0.639,0.006,3.4,7.2,0,84,14,,,,,,,,,,,,,0.621,0.075,0.356,0.003,0.002,1.5,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2019-07-01,1雀瞒,101.74,15.4,4.7,1.3,3.4,2.6,0.632,0.009,2.7,7.2,0,84,27,0,0,0,0,0.0001,0,,,,,,,0.619,0.073,0.308,0.005,0.001,0.9,,5,,,,,,0,,,,,,,0,0,0,,,,,,
林鞠达,2019-07-09,2雀瞒,101.66,16.1,4.4,1,3.5,1.8,0.619,0.009,2.7,7.3,0,86,14,,,,,,,,,,,,,0.584,0.119,0.347,0.003,0.002,1.8,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2019-07-16,3雀瞒,101.5,16,4.7,1.3,3.7,3.6,0.591,0.01,2.7,7.5,0,87,28,,,,,,,,,,,,,0.558,0.094,0.324,0.003,0.001,1.7,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2019-07-22,4雀瞒,104.54,16.8,4.1,1.3,3.8,5.7,0.65,0.007,3.2,7.2,0,85,47,,,,,,,,,,,,,0.614,0.06,0.405,0.003,0.002,1.8,,18,,,,,,,,,,,,,,,,,,,,,
林鞠达,2019-07-29,5雀瞒,104.85,17.8,4.6,1,3.9,3.3,0.733,0.018,2.9,7.5,0,86,25,,,,,,,,,,,,,0.647,0.01,0.487,0.004,0,3,,7,,,,,,,,,,,,,,,,,,,,,
林鞠达,2019-08-06,1雀瞒,103.84,19.2,4.5,0.9,3.7,2,0.618,0.018,3.3,7.6,0,84,32,0,0,0,0,0.00003,0,,,,,,,0.58,0.007,0.457,0.007,0.001,1.9,,2,,,,,,0,,,,,,,,,0,,,,,,
林鞠达,2019-08-13,2雀瞒,103.5,18.5,3.8,1.6,4.5,2.4,0.523,0.018,3.2,7.5,0,85,27,,,,,,,,,,,,,0.51,0.035,0.435,0.007,0.003,2.1,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2019-08-20,3雀瞒,103.14,18.7,3.6,1.3,3.6,2.4,0.515,0.024,3.3,7.4,0,84,27,,,,,,,,,,,,,0.485,0.086,0.337,0.014,0.013,2.4,,2,,,,,,,,,,,,,,,,,,,,,
林鞠达,2019-08-27,4雀瞒,102.91,18.9,3.7,1.1,3.9,3.6,0.733,0.021,3.5,7.5,0,83,23,,,,,,,,,,,,,0.669,0.054,0.413,0.01,0.008,2.5,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2019-09-03,1雀瞒,102.73,18.2,6.7,0.9,4.2,4.1,0.761,0.029,3.4,7.2,0,84,20,,,,,,,,,,,,,0.506,0.092,0.356,0.009,0.001,2.7,,3,,,,,,,,,,,,,,,,,,,,,
林鞠达,2019-09-10,2雀瞒,103.98,18.9,3.3,1,3.6,3,0.619,0.013,2.2,6.9,0,84,14,,,,,,,,,,,,,0.604,0.053,0.46,0.01,0.003,2.5,,2,,,,,,,,,,,,,,,,,,,,,
林鞠达,2019-09-17,3雀瞒,104.07,19,3.1,0.9,3.6,1.4,0.599,0.019,2.2,6.8,0,83,9,0.00001,0,0.00001,0,0.00089,0.0000002,,,,,,,0.573,0.096,0.402,0.007,0.003,2.6,0,0,,,,,,0,0,0,0,0,0,0,,,0.0001,0,,0,,,0
林鞠达,2019-09-24,4雀瞒,105.77,18.3,3,0.8,3.5,2.2,0.671,0.023,2,6.7,0,82,57,,,,,,,,,,,,,0.639,0.042,0.464,0.013,0.006,1.4,,9,,,,,,,,,,,,,,,,,,,,,
林鞠达,2019-10-08,1雀瞒,107.1,18.3,3.6,1.2,3.8,3.8,0.844,0.021,2.1,6.9,0,78,35,0.00001,0,0.00005,0,0.00122,0.0000001,,,,,,,0.83,0.085,0.599,0.012,0.006,5.6,,14,,,,,,0,,,,,,,,,0.0001,,,,,,
林鞠达,2019-10-15,2雀瞒,107,17.8,4.2,1.4,3.8,5.8,0.818,0.015,2.1,6.8,0,79,39,,,,,,,,,,,,,0.782,0.141,0.515,0.006,0.002,3.3,,2,,,,,,,,,,,,,,,,,,,,,
林鞠达,2019-10-22,3雀瞒,106.99,17.9,4.8,1.2,3.7,11.6,0.844,0.017,2,6.8,0,77,56,,,,,,,,,,,,,0.829,0.12,0.531,0.007,0.002,2.9,,4,,,,,,,,,,,,,,,,,,,,,
林鞠达,2019-10-29,4雀瞒,106.91,17.4,4.4,1.1,3.7,10.9,0.946,0.013,2.6,6.6,0,77,54,,,,,,,,,,,,,0.905,0.168,0.532,0.009,0,2.8,,2,,,,,,,,,,,,,,,,,,,,,
林鞠达,2019-11-05,1雀瞒,106.83,17.3,4.4,0.9,3.5,8.5,0.876,0.025,2.7,6.9,0,75,59,0,0,0.00002,0,0.00107,0.0000001,,,,,,,0.818,0.074,0.669,0.021,0.014,1.9,,3,,,,,,0,,,,,,,,,0,,,,,,
林鞠达,2019-11-12,2雀瞒,106.66,16.7,3.9,0.7,3.5,4.5,0.81,0.016,2.8,6.9,0,76,62,,,,,,,,,,,,,0.801,0.089,0.587,0.014,0.006,1.6,,3,,,,,,,,,,,,,,,,,,,,,
林鞠达,2019-11-19,3雀瞒,106.48,16.3,4.2,0.7,3.4,3.5,0.845,0.027,3,6.9,0,74,93,,,,,,,,,,,,,0.828,0.069,0.61,0.022,0.006,1.2,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2019-11-26,4雀瞒,106.31,15.3,6.7,0.7,3.5,3.5,0.9,0.01,2.9,7,0,74,173,,,,,,,,,,,,,0.853,0.021,0.653,0.007,0.006,2.2,,11,,,,,,,,,,,,,,,,,,,,,
林鞠达,2019-12-03,1雀瞒,106.12,14,6.7,1.5,3.5,2.8,0.836,0.03,2.7,7.2,0,76,173,0.00001,0,0.00004,0,0.00074,0.0000005,,,,,,,0.82,0.017,0.702,0.008,0.006,1.3,,2,,,,,,0,,,,,,,,,0,,,,,,
林鞠达,2019-12-10,2雀瞒,105.89,12.9,7.4,0.7,3.4,1.8,0.882,0.009,2.6,7.1,0,74,263,,,,,,,,,,,,,0.875,0.002,0.73,0.006,0.001,1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2019-12-17,3雀瞒,105.67,11.4,9.1,0.7,3.1,1.5,0.827,0.003,2.5,7,0,74,210,,,,,,,,,,,,,0.819,0.005,0.65,0.002,0,1.2,,4,,,,,,,,,,,,,,,,,,,,,
林鞠达,2019-12-23,4雀瞒,105.46,10.8,7.9,1.2,3.2,1.8,0.834,0.005,2.4,7.1,0,75,237,,,,,,,,,,,,,0.824,0.01,0.693,0.002,0.001,1.1,,2,,,,,,,,,,,,,,,,,,,,,
林鞠达,2020-01-07,1雀瞒,104.98,9.3,9,0.5,3.2,1,0.737,0.014,2.3,6.6,0,74,273,,,,,,,,,,,,,0.723,0.004,0.684,0.012,0,1.2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2020-01-14,2雀瞒,104.94,8.7,9.4,0.9,3.1,1.4,0.82,0.003,2.2,7.1,0,74,257,0,0,0,0,0.00065,0.0000001,,,,,,,0.812,0,0.652,0.002,0.001,1,,0,,,,,,0,,,,,,,,,0,,,,,,
林鞠达,2020-01-21,3雀瞒,104.72,8.1,9.9,0.5,3.6,1.2,0.847,0.008,2.4,7.2,0,74,260,,,,,,,,,,,,,0.839,0,0.688,0.004,0,1.1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2020-01-28,4雀瞒,104.56,7.7,10,0.6,3.1,1.1,0.881,0.01,2.1,7.1,0,74,150,,,,,,,,,,,,,0.866,0,0.739,0.007,0.004,1.1,,2,,,,,,,,,,,,,,,,,,,,,
林鞠达,2020-02-03,1雀瞒,104.43,7.1,10,0.6,3.7,1.3,0.867,0.008,2.3,7.3,0,75,147,0,0,0.00001,0,0.00067,0,,,,,,,0.832,0.022,0.696,0.005,0.004,1,,3,,,,,,0,,,,,,,,,0,,,,,,
林鞠达,2020-02-11,2雀瞒,104.17,6.7,10.3,0.4,3.5,0.9,0.887,0.016,2.2,7.3,0,75,113,,,,,,,,,,,,,0.865,0.007,0.697,0.013,0.009,2.7,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2020-02-17,3雀瞒,104.04,6.8,10.2,1,3.3,1.6,0.813,0.012,2.1,6.3,0,75,43,,,,,,,,,,,,,0.797,0.004,0.684,0.008,0.004,0.9,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2020-02-25,4雀瞒,103.81,7.1,10.8,0.7,3,1,0.839,0.004,2,7.2,0,75,43,,,,,,,,,,,,,0.831,0.007,0.68,0.003,0.001,1.1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2020-03-03,1雀瞒,103.61,7.5,11.4,1,3.3,0.4,0.861,0.008,2.5,7.9,0,77,28,0.00001,0,0.00003,0,0.00056,0.0000006,,,,,,,0.855,0.011,0.701,0.005,0.002,1.2,0,0,,,,,,0,0,0,0,0,0,0,,,0,0,,0,,,0
